#1	
double Kitchen(168,2) # weekly profile of occupancy in kitchen
0	0
2	0
3	0
4	0
5	0
6	0
7	7
8	9
9	9
10	9
11	5
12	6
13	18
14	11
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	5
32	7
33	8
34	9
35	6
36	6
37	20
38	7
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	3
56	6
57	6
58	7
59	5
60	5
61	17
62	9
63	0
64	0
65	1
66	2
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	3
80	5
81	5
82	6
83	4
84	6
85	17
86	8
87	0
88	0
89	1
90	3
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	3
104	5
105	5
106	6
107	3
108	4
109	15
110	8
111	0
112	0
113	0
114	3
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
	
double 0_MT1(168,2) # weekly profile of occupancy in kitchen
0	0
2	0
3	0
4	0
5	0
6	0
7	6
8	7
9	7
10	7
11	6
12	5
13	7
14	6
15	2
16	9
17	14
18	10
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	4
32	5
33	7
34	18
35	18
36	15
37	10
38	6
39	8
40	6
41	4
42	2
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	3
56	4
57	15
58	26
59	20
60	14
61	9
62	5
63	6
64	4
65	3
66	2
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	3
80	3
81	4
82	4
83	5
84	5
85	5
86	4
87	2
88	0
89	0
90	1
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	3
104	4
105	14
106	23
107	11
108	5
109	4
110	3
111	4
112	3
113	3
114	3
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
	
double 0_MT2(168,2) # weekly profile of occupancy in kitchen	
0	0
2	0
3	0
4	0
5	0
6	0
7	3
8	3
9	4
10	4
11	5
12	3
13	2
14	1
15	1
16	2
17	2
18	2
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	2
32	2
33	3
34	8
35	12
36	10
37	5
38	5
39	5
40	2
41	1
42	1
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	1
56	2
57	2
58	3
59	3
60	5
61	11
62	6
63	1
64	1
65	1
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	1
80	2
81	2
82	3
83	3
84	2
85	1
86	1
87	1
88	0
89	0
90	2
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
